Serial No.,Course ID,Course Name,Teacher Name,Teacher Rating,Teacher Friendliness,Course Difficulty,Teacher Teaching Skills,Number of Credits
2516,CSE4022 ,Natural Language Processing,Dr. shashid,4,3,2,4,2
2517,CSE4019 ,Image Processing,Dr. vinna,5,4,1,1,4
2518,CSE3029 ,Game Programming,Dr. shami,5,4,1,1,2
2519,CSE3025 ,Large Scale Data Processing,Dr. karmbir,1,3,2,3,2
2520,CSE3029 ,Game Programming,Dr. nittin,2,1,2,1,3
2521,CSE4004 ,Digital Forensics,Dr. sandya,5,2,3,5,3
2522,CSE3011 ,Robotics and its Applications,Dr. dalima,2,2,0,2,2
2523,CSE4020 ,Machine Learning,Dr. ruksar,3,1,2,4,2
2524,CSE4020 ,Machine Learning,Dr. nand,5,3,1,1,3
2525,CSE3029 ,Game Programming,Dr. salmam,1,2,3,3,3
2526,CSE3505,Foundations of Data Analytics,Dr. chhamo,1,5,1,3,3
2527,MAT1014,Discrete Mathematics and Graph Theory,Dr. jamadar,1,3,1,4,3
2528,CSE3009 ,Internet of Things,Dr. amanjeet,1,5,4,5,5
2529,CSE3029 ,Game Programming,Dr. hamida,1,4,4,2,5
2530,CSE4001 ,Parallel and Distributed Computing,Dr. kasid,5,1,0,5,4
2531,CSE4022 ,Natural Language Processing,Dr. sant,3,4,2,3,3
2532,CSE2006 ,Microprocessor and Interfacing,Dr. noora,3,4,1,3,5
2533,ECE3501,IoT Fundamentals,Dr. bhanweri,2,2,4,2,4
2534,CSE4001 ,Parallel and Distributed Computing,Dr. joycee,3,4,3,4,5
2535,CSE2012,Design and analysis of algorithms,Dr. bhotra,1,5,1,4,5
2536,CSE4020 ,Machine Learning,Dr. sanjna,2,1,2,3,3
2537,CSE3013 ,Artificial Intelligence,Dr. sanjoh,3,3,2,2,2
2538,CSE1007 ,Java Programming,Dr. annu,2,3,1,3,4
2539,CSE3501,Information Security Analysis and Audit,Dr. daman,3,1,4,5,3
2540,EEE1001,Basic Electrical and Electronics Engineering,Dr. puskar,3,3,4,5,5
2541,CSE3021 ,Social and Information Networks,Dr. angreg,1,2,3,5,5
2542,CSE3025 ,Large Scale Data Processing,Dr. manjeet,5,4,1,1,4
2543,CSE3001 ,Software Engineering,Dr. manender,5,1,1,4,4
2544,CSE3024 ,Web Mining,Dr. dwrikaprasad,1,2,1,1,2
2545,CSE3024 ,Web Mining,Dr. riyajul,5,2,1,5,2
2546,CSE3011 ,Robotics and its Applications,Dr. pankajsheel,5,3,3,3,3
2547,CSE2023,Robotic Process Automation,Dr. sonali,1,5,2,2,5
2548,CSE3502,Information Security Management,Dr. nitasha,5,5,3,3,4
2549,CSE3502,Information Security Management,Dr. suryanath,5,5,3,5,2
2550,CSE2011 ,Data Structures and Algorithms,Dr. shalesh,4,5,0,1,5
2551,ECE3502,IoT Domain Analyst,Dr. birma,3,5,1,5,3
2552,CSE2013,Theory of Computation,Dr. manojkumar,3,5,3,4,5
2553,MAT3004 ,Applied Linear Algebra,Dr. alapna,3,5,2,2,5
2554,CSE1007 ,Java Programming,Dr. poornima,5,2,2,3,3
2555,CSE3025 ,Large Scale Data Processing,Dr. madhu,5,1,0,3,5
2556,EEE1001,Basic Electrical and Electronics Engineering,Dr. saiesta,3,2,1,3,2
2557,CSE3020 ,Data Visualization,Dr. shobhit,4,2,2,3,5
2558,CSE2011 ,Data Structures and Algorithms,Dr. sabir,1,2,1,3,3
2559,CSE4003 ,Cyber Security,Dr. amarin,5,1,1,4,2
2560,CSE4019 ,Image Processing,Dr. jamshed,3,2,3,3,5
2561,CSE2023,Robotic Process Automation,Dr. arsh,3,4,0,1,3
2562,CSE2005 ,Operating Systems,Dr. gulsha,4,4,3,5,4
2563,CSE4003 ,Cyber Security,Dr. rimasha,3,4,0,2,2
2564,CSE3502,Information Security Management,Dr. sunena,1,2,0,3,2
2565,CSE2006 ,Microprocessor and Interfacing,Dr. poojadevi,1,3,1,2,5
2566,CSE3501,Information Security Analysis and Audit,Dr. divyansh,4,2,2,2,5
2567,CSE3505,Foundations of Data Analytics,Dr. sanjay,5,4,4,3,5
2568,CSE3009 ,Internet of Things,Dr. shabreen,1,3,1,1,4
2569,ECE3501,IoT Fundamentals,Dr. shishul,4,3,1,5,4
2570,CSE2006 ,Microprocessor and Interfacing,Dr. dabbu,5,1,3,2,5
2571,CSE3006 ,Embedded System Design,Dr. daya,5,3,2,4,5
2572,CSE1007 ,Java Programming,Dr. jahgeer,3,3,3,2,4
2573,CSE4003 ,Cyber Security,Dr. nisha,5,5,5,1,5
2574,CSE3021 ,Social and Information Networks,Dr. nagender,2,1,2,5,5
2575,CSE3025 ,Large Scale Data Processing,Dr. kanahiya,4,1,2,5,4
2576,MAT3004 ,Applied Linear Algebra,Dr. vahab,4,4,0,5,2
2577,CSE4019 ,Image Processing,Dr. varsha,5,3,2,1,3
2578,CSE4011 ,Virtualization,Dr. jalsingh,5,3,0,1,2
2579,MAT2002,Applications of Differential and Difference Equations,Dr. kanhaya,3,3,3,1,5
2580,CSE3013 ,Artificial Intelligence,Dr. meera,1,1,3,4,4
2581,CSE4004 ,Digital Forensics,Dr. khooshboo,3,2,1,3,2
2582,CSE1004 ,Network and Communication,Dr. sunita,5,3,4,2,5
2583,CSE2012,Design and analysis of algorithms,Dr. jagpati,1,2,1,3,4
2584,CSE3001 ,Software Engineering,Dr. ombeer,4,3,4,1,5
2585,CSE2006 ,Microprocessor and Interfacing,Dr. vrendra,4,1,0,1,3
2586,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. aasu,2,2,0,4,2
2587,CSE3013 ,Artificial Intelligence,Dr. bhuri,2,1,2,2,2
2588,CSE3506,Essentials of Data Analytics,Dr. raghunandan,2,2,0,1,2
2589,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. vaibav,3,3,2,4,4
2590,CSE4001 ,Parallel and Distributed Computing,Dr. nittin,4,2,1,4,4
2591,CSE3506,Essentials of Data Analytics,Dr. devideen,3,2,2,4,3
2592,CSE2006 ,Microprocessor and Interfacing,Dr. phoolwati,2,5,1,1,2
2593,CSE3006 ,Embedded System Design,Dr. mansur,1,4,2,4,2
2594,CSE3011 ,Robotics and its Applications,Dr. amol,4,4,2,5,2
2595,CSE3029 ,Game Programming,Dr. shispal,5,3,1,3,4
2596,CSE1004 ,Network and Communication,Dr. midda,3,4,3,4,4
2597,CSE3025 ,Large Scale Data Processing,Dr. raman,3,3,0,3,2
2598,CSE1003 ,Digital Logic and Design,Dr. upendra,2,4,1,1,3
2599,CSE3006 ,Embedded System Design,Dr. rajeshwar,3,5,1,5,3
2600,CSE4011 ,Virtualization,Dr. chhatar,1,1,0,1,5
2601,CSE2005 ,Operating Systems,Dr. jabbar,3,4,2,1,4
2602,CSE2001 ,Computer Architecture and Organization,Dr. nishal,2,3,2,3,3
2603,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. allabaksh,4,3,1,4,3
2604,CSE1007 ,Java Programming,Dr. atish,1,1,4,1,4
2605,CSE1004 ,Network and Communication,Dr. rajinder,1,2,2,1,5
2606,CSE4020 ,Machine Learning,Dr. aanya,3,1,1,5,2
2607,CSE3501,Information Security Analysis and Audit,Dr. avinsh,4,1,1,4,3
2608,CSE4011 ,Virtualization,Dr. dhanni,2,5,4,4,5
2609,CSE3009 ,Internet of Things,Dr. samaiali,1,2,5,5,5
2610,CSE4001 ,Parallel and Distributed Computing,Dr. jagnath,1,5,2,3,3
2611,CSE4003 ,Cyber Security,Dr. shahvaj,1,1,0,5,3
2612,CSE3018 ,Content Based Image and Video Retrieval,Dr. keshri,3,5,0,1,2
2613,CSE4020 ,Machine Learning,Dr. soba,2,4,2,2,2
2614,CSE4022 ,Natural Language Processing,Dr. sapna,2,2,0,4,2
2615,CSE1003 ,Digital Logic and Design,Dr. raziya,4,3,1,4,4
2616,CSE4004 ,Digital Forensics,Dr. gurudut,5,2,0,5,4
2617,CSE3013 ,Artificial Intelligence,Dr. pargat,3,1,0,4,2
2618,CSE4004 ,Digital Forensics,Dr. koyal,5,5,2,4,3
2619,CSE3009 ,Internet of Things,Dr. vaishanvi,1,5,0,4,2
2620,CSE1007 ,Java Programming,Dr. samad,4,1,3,2,5
2621,MAT1014,Discrete Mathematics and Graph Theory,Dr. jugani,4,3,1,2,4
2622,CSE4014 ,High Performance Computing,Dr. mitthu,5,4,3,2,3
2623,CSE4014 ,High Performance Computing,Dr. paul,5,3,3,2,5
2624,CSE3001 ,Software Engineering,Dr. sangeta,4,2,0,2,3
2625,CSE4019 ,Image Processing,Dr. nicharon,2,4,4,4,5
2626,CSE3009 ,Internet of Things,Dr. bigan,1,2,2,3,3
2627,CSE3505,Foundations of Data Analytics,Dr. ujamma,3,2,2,5,4
2628,MAT3004 ,Applied Linear Algebra,Dr. aman,3,3,1,1,3
2629,CSE4019 ,Image Processing,Dr. nabav,5,4,2,4,3
2630,CSE3011 ,Robotics and its Applications,Dr. bantu,2,1,2,2,3
2631,CSE2001 ,Computer Architecture and Organization,Dr. najarana,2,5,1,1,3
2632,MAT1014,Discrete Mathematics and Graph Theory,Dr. velaram,5,5,2,5,2
2633,CSE1007 ,Java Programming,Dr. phirdos,1,2,2,3,2
2634,CSE4011 ,Virtualization,Dr. aashiya,3,2,2,3,2
2635,CSE2006 ,Microprocessor and Interfacing,Dr. gurubaksh,4,3,2,4,3
2636,CSE4004 ,Digital Forensics,Dr. hamid,5,4,1,5,3
2637,CSE2006 ,Microprocessor and Interfacing,Dr. matadeen,4,1,0,4,2
2638,CSE2023,Robotic Process Automation,Dr. kalwant,5,1,1,4,3
2639,CSE1003 ,Digital Logic and Design,Dr. barkat,4,2,2,4,4
2640,CSE2005 ,Operating Systems,Dr. yasmin,5,3,1,5,2
2641,CSE3021 ,Social and Information Networks,Dr. kushmi,5,2,2,1,4
2642,CSE4004 ,Digital Forensics,Dr. tabsum,3,4,3,5,4
2643,CSE2013,Theory of Computation,Dr. vikshi,5,1,1,2,5
2644,CSE3506,Essentials of Data Analytics,Dr. adisan,3,1,3,5,5
2645,CSE4011 ,Virtualization,Dr. mitthun,4,3,0,3,2
2646,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. premnarayan,2,5,4,5,3
2647,CSE2011 ,Data Structures and Algorithms,Dr. parvti,1,2,3,1,4
2648,CSE3505,Foundations of Data Analytics,Dr. ratul,1,1,3,4,3
2649,CSE4001 ,Parallel and Distributed Computing,Dr. sushree,3,1,2,5,3
2650,CSE3020 ,Data Visualization,Dr. jaykumar,1,2,0,1,3
2651,CSE3024 ,Web Mining,Dr. shahnabaz,3,2,3,1,5
2652,CSE3009 ,Internet of Things,Dr. sweety,2,5,2,3,2
2653,CSE2004 ,Database Management Systems,Dr. nuraish,5,3,2,3,4
2654,CSE3025 ,Large Scale Data Processing,Dr. nini,4,1,1,1,2
2655,CSE3011 ,Robotics and its Applications,Dr. gyarsi,1,4,1,4,5
2656,CSE3020 ,Data Visualization,Dr. ramesh,5,1,4,2,5
2657,MAT2002,Applications of Differential and Difference Equations,Dr. jaiparkash,5,4,3,1,3
2658,CSE4001 ,Parallel and Distributed Computing,Dr. divyansh,4,2,4,1,5
2659,CSE2004 ,Database Management Systems,Dr. gattu,2,1,0,2,3
2660,CSE2001 ,Computer Architecture and Organization,Dr. doli,2,5,1,1,3
2661,ECE3502,IoT Domain Analyst,Dr. budhu,4,1,2,3,3
2662,CSE3011 ,Robotics and its Applications,Dr. aditiya,3,4,3,3,3
2663,CSE2001 ,Computer Architecture and Organization,Dr. yuvraj,4,2,1,5,4
2664,CSE3505,Foundations of Data Analytics,Dr. parnav,3,2,2,2,5
2665,MAT1014,Discrete Mathematics and Graph Theory,Dr. jarnail,1,3,3,2,4
2666,MAT1014,Discrete Mathematics and Graph Theory,Dr. gora,1,1,1,4,3
2667,CSE2001 ,Computer Architecture and Organization,Dr. rajender,5,4,0,2,3
2668,CSE3013 ,Artificial Intelligence,Dr. nasibu,2,4,1,4,4
2669,CSE2006 ,Microprocessor and Interfacing,Dr. tanvi,2,1,1,2,2
2670,CSE3013 ,Artificial Intelligence,Dr. gita,5,2,1,4,5
2671,CSE3018 ,Content Based Image and Video Retrieval,Dr. mitthun,4,4,2,2,4
2672,MAT1014,Discrete Mathematics and Graph Theory,Dr. vipasha,1,3,1,5,3
2673,CSE2001 ,Computer Architecture and Organization,Dr. bina,1,3,1,4,3
2674,CSE3505,Foundations of Data Analytics,Dr. janaki,4,3,4,1,3
2675,CSE2006 ,Microprocessor and Interfacing,Dr. sukhavinder,5,2,1,3,2
2676,CSE3021 ,Social and Information Networks,Dr. shaukat,3,1,3,1,5
2677,CSE4020 ,Machine Learning,Dr. kanku,5,4,1,1,5
2678,CSE3024 ,Web Mining,Dr. swaranjeet,3,1,2,3,4
2679,CSE4020 ,Machine Learning,Dr. sorav,5,4,0,2,5
2680,CSE2004 ,Database Management Systems,Dr. dhisa,2,4,4,4,4
2681,MAT1014,Discrete Mathematics and Graph Theory,Dr. gyaan,2,4,3,4,3
2682,CSE4014 ,High Performance Computing,Dr. ramdev,2,2,3,5,2
2683,CSE4001 ,Parallel and Distributed Computing,Dr. aansi,1,3,1,2,3
2684,CSE1004 ,Network and Communication,Dr. aishwarya,4,1,3,3,4
2685,CSE1004 ,Network and Communication,Dr. devi,3,3,2,2,2
2686,CSE4015 ,Human Computer Interaction,Dr. rubee,3,4,3,4,4
2687,CSE3013 ,Artificial Intelligence,Dr. sohanlal,2,3,2,1,3
2688,CSE4019 ,Image Processing,Dr. rukhsna,2,2,1,2,3
2689,MAT2002,Applications of Differential and Difference Equations,Dr. prameshwar,1,3,1,2,2
2690,CSE3011 ,Robotics and its Applications,Dr. neeti,4,3,2,4,3
2691,CSE3025 ,Large Scale Data Processing,Dr. kushbu,3,5,1,4,2
2692,CSE3025 ,Large Scale Data Processing,Dr. premjit,1,3,1,1,3
2693,CSE4001 ,Parallel and Distributed Computing,Dr. barti,3,3,1,5,4
2694,MAT2002,Applications of Differential and Difference Equations,Dr. naziya,5,2,1,4,4
2695,EEE1001,Basic Electrical and Electronics Engineering,Dr. parven,3,5,3,3,4
2696,CSE4003 ,Cyber Security,Dr. lavish,1,2,3,4,4
2697,CSE4001 ,Parallel and Distributed Computing,Dr. sajju,4,1,0,3,2
2698,CSE3006 ,Embedded System Design,Dr. gurdayal,2,1,1,1,5
2699,CSE3006 ,Embedded System Design,Dr. viplo,1,2,2,4,2
2700,CSE3501,Information Security Analysis and Audit,Dr. trlokchand,5,1,2,1,4
2701,CSE4011 ,Virtualization,Dr. sariq,3,1,3,1,3
2702,CSE3025 ,Large Scale Data Processing,Dr. nenhe,2,2,3,4,4
2703,CSE4020 ,Machine Learning,Dr. eshavarya,5,3,3,2,5
2704,CSE3021 ,Social and Information Networks,Dr. victor,2,3,2,2,3
2705,EEE1001,Basic Electrical and Electronics Engineering,Dr. veenu,5,3,2,1,3
2706,CSE3025 ,Large Scale Data Processing,Dr. mehnaz,2,2,2,1,4
2707,CSE3020 ,Data Visualization,Dr. bhushan,5,5,0,5,2
2708,CSE4019 ,Image Processing,Dr. shima,4,1,2,2,4
2709,CSE3029 ,Game Programming,Dr. farina,5,4,4,4,4
2710,CSE2014,Compiler Design,Dr. nisha,3,2,1,5,4
2711,CSE3020 ,Data Visualization,Dr. narain,2,2,2,2,3
2712,CSE3009 ,Internet of Things,Dr. paratibha,1,3,3,1,5
2713,CSE4019 ,Image Processing,Dr. gurmel,4,2,2,4,4
2714,CSE3021 ,Social and Information Networks,Dr. har,4,4,6,2,5
2715,CSE3002 ,Internet and Web Programming,Dr. virpal,2,4,2,1,3
2716,CSE3506,Essentials of Data Analytics,Dr. jayada,4,1,0,2,4
2717,CSE2001 ,Computer Architecture and Organization,Dr. arajun,1,5,2,4,4
2718,CSE3009 ,Internet of Things,Dr. bhanu,1,3,3,4,3
2719,CSE3011 ,Robotics and its Applications,Dr. roopam,4,4,3,5,2
2720,ECE3502,IoT Domain Analyst,Dr. laxmanram,2,2,2,5,2
2721,CSE4020 ,Machine Learning,Dr. sabbu,5,3,1,3,5
2722,CSE3009 ,Internet of Things,Dr. reema,4,2,2,3,5
2723,CSE2012,Design and analysis of algorithms,Dr. abhisekh,5,5,3,4,5
2724,CSE2014,Compiler Design,Dr. bhupen,1,5,4,4,5
2725,CSE1004 ,Network and Communication,Dr. sanjeeta,2,3,2,5,2
2726,CSE4004 ,Digital Forensics,Dr. aysha,1,2,3,5,5
2727,MAT2002,Applications of Differential and Difference Equations,Dr. zameer,5,5,1,1,4
2728,CSE3025 ,Large Scale Data Processing,Dr. tavinder,1,2,2,1,3
2729,CSE4020 ,Machine Learning,Dr. shaubha,1,1,1,2,3
2730,CSE4003 ,Cyber Security,Dr. sarwesh,4,5,0,1,2
2731,CSE2006 ,Microprocessor and Interfacing,Dr. chappla,1,1,3,2,3
2732,CSE3011 ,Robotics and its Applications,Dr. ramsagar,2,1,2,5,2
2733,CSE3009 ,Internet of Things,Dr. gauravgil,1,1,0,4,2
2734,CSE4003 ,Cyber Security,Dr. arjun,3,1,2,5,4
2735,CSE1007 ,Java Programming,Dr. joholal,5,2,5,2,5
2736,CSE4015 ,Human Computer Interaction,Dr. sinaa,1,5,2,1,2
2737,CSE2005 ,Operating Systems,Dr. raspal,3,1,3,4,3
2738,CSE3024 ,Web Mining,Dr. shyad,5,5,3,1,3
2739,CSE3502,Information Security Management,Dr. sarain,3,5,1,2,2
2740,CSE4022 ,Natural Language Processing,Dr. parashu,1,1,2,5,3
2741,CSE4001 ,Parallel and Distributed Computing,Dr. sheeak,3,5,2,1,2
2742,CSE3011 ,Robotics and its Applications,Dr. dolat,3,1,1,5,4
2743,CSE4019 ,Image Processing,Dr. sitender,2,3,3,2,4
2744,CSE1007 ,Java Programming,Dr. spna,2,5,1,5,2
2745,CSE3006 ,Embedded System Design,Dr. kushi,2,2,5,3,5
2746,CSE4022 ,Natural Language Processing,Dr. jisaan,3,1,0,5,4
2747,CSE3025 ,Large Scale Data Processing,Dr. altaf,2,2,0,5,3
2748,CSE3011 ,Robotics and its Applications,Dr. vazid,4,2,6,1,5
2749,CSE3011 ,Robotics and its Applications,Dr. senser,4,1,1,5,2
2750,CSE4022 ,Natural Language Processing,Dr. doli,4,4,2,5,5
2751,ECE3501,IoT Fundamentals,Dr. nasar,2,2,2,4,4
2752,CSE2023,Robotic Process Automation,Dr. nagma,1,5,3,1,3
2753,CSE1007 ,Java Programming,Dr. givinda,3,3,1,5,5
2754,MAT3004 ,Applied Linear Algebra,Dr. jaiguna,1,4,2,4,4
2755,CSE2012,Design and analysis of algorithms,Dr. mithi,4,4,4,5,3
2756,CSE1003 ,Digital Logic and Design,Dr. hoti,2,1,2,4,5
2757,CSE4022 ,Natural Language Processing,Dr. neelkant,4,2,1,5,3
2758,CSE1003 ,Digital Logic and Design,Dr. shakshi,4,2,0,3,2
2759,CSE3025 ,Large Scale Data Processing,Dr. faraheen,1,4,1,2,5
2760,CSE3001 ,Software Engineering,Dr. teja,5,1,2,5,4
2761,CSE4004 ,Digital Forensics,Dr. kaushar,3,2,0,2,4
2762,ECE3502,IoT Domain Analyst,Dr. nathi,3,4,0,2,5
2763,CSE4014 ,High Performance Computing,Dr. dipanshi,5,5,2,1,3
2764,CSE3011 ,Robotics and its Applications,Dr. arham,2,2,3,1,2
2765,CSE3018 ,Content Based Image and Video Retrieval,Dr. chain,4,4,2,1,3
2766,CSE3018 ,Content Based Image and Video Retrieval,Dr. kamre,2,2,0,4,2
2767,CSE3002 ,Internet and Web Programming,Dr. mehbob,1,5,0,2,3
2768,CSE2005 ,Operating Systems,Dr. shamshad,5,4,3,1,4
2769,CSE2014,Compiler Design,Dr. salin,4,1,2,5,4
2770,CSE3025 ,Large Scale Data Processing,Dr. lata,3,2,1,5,2
2771,CSE3502,Information Security Management,Dr. renu,2,1,2,5,4
2772,CSE3011 ,Robotics and its Applications,Dr. narayani,2,2,2,4,4
2773,CSE4015 ,Human Computer Interaction,Dr. arvind,4,1,1,1,4
2774,CSE4014 ,High Performance Computing,Dr. raseel,2,5,2,5,3
2775,CSE4015 ,Human Computer Interaction,Dr. radhamohan,1,2,1,4,2
2776,CSE1003 ,Digital Logic and Design,Dr. shish,2,5,1,2,3
2777,CSE1004 ,Network and Communication,Dr. ashish,1,1,3,1,5
2778,CSE2004 ,Database Management Systems,Dr. sushil,1,1,4,5,5
2779,CSE4004 ,Digital Forensics,Dr. sivam,2,2,3,5,4
2780,CSE4014 ,High Performance Computing,Dr. jaskirat,2,1,2,4,5
2781,CSE3024 ,Web Mining,Dr. dinesh,2,3,2,4,3
2782,CSE2005 ,Operating Systems,Dr. miha,2,3,0,5,2
2783,CSE3006 ,Embedded System Design,Dr. parmeswari,4,4,6,3,5
2784,MAT1014,Discrete Mathematics and Graph Theory,Dr. rishu,2,2,1,5,4
2785,CSE3506,Essentials of Data Analytics,Dr. mangelal,5,3,1,2,2
2786,CSE1004 ,Network and Communication,Dr. radhab,5,3,2,5,5
2787,CSE3506,Essentials of Data Analytics,Dr. jeeya,1,4,1,5,3
2788,CSE4003 ,Cyber Security,Dr. sukhbeer,5,3,2,2,3
2789,CSE3025 ,Large Scale Data Processing,Dr. diljan,4,4,2,2,3
2790,EEE1001,Basic Electrical and Electronics Engineering,Dr. rohil,4,4,0,1,3
2791,CSE2004 ,Database Management Systems,Dr. hanny,3,4,2,4,3
2792,CSE3506,Essentials of Data Analytics,Dr. saeshta,1,2,0,1,2
2793,CSE2005 ,Operating Systems,Dr. omparsad,5,3,2,4,2
2794,CSE2006 ,Microprocessor and Interfacing,Dr. samayddin,5,2,1,5,3
2795,CSE3006 ,Embedded System Design,Dr. aashis,1,4,6,3,5
2796,CSE4020 ,Machine Learning,Dr. rakki,1,4,2,2,3
2797,CSE3505,Foundations of Data Analytics,Dr. jameela,1,2,1,5,5
2798,CSE3006 ,Embedded System Design,Dr. shiva,3,3,2,2,2
2799,CSE2012,Design and analysis of algorithms,Dr. astha,2,5,2,3,4
2800,CSE3020 ,Data Visualization,Dr. chhabeel,4,5,2,4,3
2801,CSE3502,Information Security Management,Dr. subhodh,1,2,1,4,2
2802,CSE2005 ,Operating Systems,Dr. sarju,2,4,2,4,3
2803,CSE1003 ,Digital Logic and Design,Dr. jhakar,2,2,4,2,5
2804,CSE2012,Design and analysis of algorithms,Dr. ruchi,4,5,4,2,5
2805,CSE4003 ,Cyber Security,Dr. mula,4,3,1,4,5
2806,CSE3502,Information Security Management,Dr. bunda,4,4,0,4,4
2807,CSE3029 ,Game Programming,Dr. sutiya,3,4,4,2,5
2808,MAT3004 ,Applied Linear Algebra,Dr. shayana,3,5,2,1,4
2809,CSE1004 ,Network and Communication,Dr. indira,5,4,0,5,2
2810,MAT2002,Applications of Differential and Difference Equations,Dr. muzamiil,2,1,1,5,4
2811,CSE4022 ,Natural Language Processing,Dr. asrani,3,5,4,4,3
2812,CSE4011 ,Virtualization,Dr. matadeen,4,5,1,2,5
2813,CSE3011 ,Robotics and its Applications,Dr. ravindar,1,1,2,3,2
2814,CSE3501,Information Security Analysis and Audit,Dr. nooreen,2,1,2,4,4
2815,CSE3002 ,Internet and Web Programming,Dr. husno,3,1,1,2,3
2816,CSE3029 ,Game Programming,Dr. sajju,2,1,2,2,4
2817,CSE3001 ,Software Engineering,Dr. swaliya,5,3,3,5,3
2818,CSE3025 ,Large Scale Data Processing,Dr. asfaq,3,5,1,2,2
2819,EEE1001,Basic Electrical and Electronics Engineering,Dr. stifen,3,5,2,1,3
2820,CSE4019 ,Image Processing,Dr. mangu,4,2,2,1,3
2821,CSE1003 ,Digital Logic and Design,Dr. jaykumar,2,2,3,3,5
2822,CSE2001 ,Computer Architecture and Organization,Dr. karisma,2,1,4,2,5
2823,CSE4001 ,Parallel and Distributed Computing,Dr. jagmal,3,1,1,2,2
2824,CSE4020 ,Machine Learning,Dr. kumari,5,2,3,3,5
2825,MAT3004 ,Applied Linear Algebra,Dr. madan,2,5,3,2,4
2826,CSE2001 ,Computer Architecture and Organization,Dr. ravidutt,3,4,1,4,3
2827,CSE4011 ,Virtualization,Dr. shimala,2,1,2,5,3
2828,CSE4011 ,Virtualization,Dr. mangi,1,1,1,4,4
2829,CSE3013 ,Artificial Intelligence,Dr. kaleram,2,1,2,2,3
2830,CSE1003 ,Digital Logic and Design,Dr. nashrin,1,2,2,4,5
2831,CSE4014 ,High Performance Computing,Dr. sukh,2,1,2,5,3
2832,CSE4020 ,Machine Learning,Dr. paka,2,4,2,4,2
2833,ECE3501,IoT Fundamentals,Dr. deeya,1,4,1,1,2
2834,CSE2013,Theory of Computation,Dr. mosim,2,1,2,2,5
2835,CSE4003 ,Cyber Security,Dr. sompal,5,1,4,3,3
2836,CSE3029 ,Game Programming,Dr. amarjit,4,1,2,5,4
2837,CSE2004 ,Database Management Systems,Dr. vishnu,5,1,2,1,4
2838,MAT3004 ,Applied Linear Algebra,Dr. asarfi,1,4,2,1,5
2839,EEE1001,Basic Electrical and Electronics Engineering,Dr. harprit,4,5,1,5,3
2840,CSE2001 ,Computer Architecture and Organization,Dr. pryanika,3,4,2,5,3
2841,CSE3502,Information Security Management,Dr. iswer,4,4,4,4,5
2842,ECE3502,IoT Domain Analyst,Dr. rajenderi,2,2,3,5,3
2843,CSE3029 ,Game Programming,Dr. naveela,3,1,1,1,2
2844,CSE2011 ,Data Structures and Algorithms,Dr. sultan,4,1,1,2,5
2845,CSE4001 ,Parallel and Distributed Computing,Dr. rajibul,5,4,0,5,5
2846,CSE1007 ,Java Programming,Dr. bashudev,4,4,2,5,5
2847,CSE4022 ,Natural Language Processing,Dr. ramsem,5,5,2,2,3
2848,CSE2006 ,Microprocessor and Interfacing,Dr. harbas,5,2,1,4,4
2849,EEE1001,Basic Electrical and Electronics Engineering,Dr. pritibha,1,5,2,3,4
2850,CSE3506,Essentials of Data Analytics,Dr. rashma,3,2,2,1,3
2851,CSE3024 ,Web Mining,Dr. mitali,3,1,3,2,4
2852,CSE3502,Information Security Management,Dr. nabav,4,5,1,1,2
2853,CSE4019 ,Image Processing,Dr. duraga,4,4,3,5,4
2854,CSE3020 ,Data Visualization,Dr. rini,1,3,0,1,5
2855,CSE3505,Foundations of Data Analytics,Dr. wiliyam,1,3,3,3,4
2856,CSE3006 ,Embedded System Design,Dr. chndrakla,5,3,2,5,5
2857,ECE3502,IoT Domain Analyst,Dr. aalina,2,2,1,3,2
2858,CSE3009 ,Internet of Things,Dr. bhorelal,3,5,1,5,4
2859,CSE4003 ,Cyber Security,Dr. chom,1,3,2,2,4
2860,CSE4014 ,High Performance Computing,Dr. parkash,4,2,5,3,5
2861,CSE3020 ,Data Visualization,Dr. surinder,2,2,2,4,2
2862,CSE3020 ,Data Visualization,Dr. ombir,2,4,4,1,5
2863,MAT3004 ,Applied Linear Algebra,Dr. laxita,4,5,0,2,2
2864,CSE1003 ,Digital Logic and Design,Dr. salima,2,4,1,1,3
2865,CSE3009 ,Internet of Things,Dr. subham,3,4,1,5,3
2866,CSE3501,Information Security Analysis and Audit,Dr. junna,2,2,4,1,5
2867,CSE3506,Essentials of Data Analytics,Dr. deendyal,1,3,0,5,3
2868,CSE3011 ,Robotics and its Applications,Dr. sunena,1,4,1,2,5
2869,CSE2005 ,Operating Systems,Dr. ugma,2,3,3,3,4
2870,CSE3505,Foundations of Data Analytics,Dr. jyoti,3,2,2,3,4
2871,CSE3011 ,Robotics and its Applications,Dr. sirazudeen,3,1,2,2,4
2872,CSE1004 ,Network and Communication,Dr. rohit,1,3,4,3,5
2873,CSE2013,Theory of Computation,Dr. sayara,5,3,2,4,5
2874,CSE3029 ,Game Programming,Dr. subesh,5,2,1,3,3
2875,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. binani,5,4,1,4,4
